geoid,households,rental_vacancy_rate,percent_recent_construction,percent_prewar_construction,avg_renter_household_size,percent_3_plus_vehicles,percent_solar_heat,percent_mortgage_free,percent_no_high_school,percent_veterans,percent_recent_move_from_other_state,percent_foreign_born_recent_arrival,percent_adults_with_disability
29141,7812,2.3,0,8.1,2.79,22,0,51.5,8.6,12,1.5,0.4,18.4
29143,7247,5.4,0,9.1,2.52,16.3,0,51.2,8.3,10.9,1.1,20.8,21
29145,22096,3.5,0,9.9,2.43,26.3,0,43.7,4.7,10.2,2.7,6.5,13.8
29147,8659,3,0.3,23.5,2.17,23.9,0.1,53,3.3,6.2,4.5,33.6,10.1
29149,4367,13.6,0,13.3,2.24,24.3,0,50.8,7.2,13.4,4.7,9,20.5
29151,5143,11.8,0.2,15.4,2.22,39.1,0.2,54.3,5,10.3,0.7,11.6,15.6
29153,4233,5.2,0,7.8,1.99,24.7,0,57.9,5.8,15.7,4.2,0,23.8
29155,6975,6,0.1,9.6,2.51,17.4,0,50.6,11.5,8.2,3.4,3,25.8
29157,7395,9.7,0,12.4,2.42,34.3,0,46.3,5.2,10.7,1.9,31.3,12.6
29159,16131,7.3,0,19.6,2.31,21.3,0,42.4,7.6,10.1,2.1,7.3,15.2
29161,16672,8,0,7.4,2.42,20,0,44.1,5.3,11.8,4.1,43,14.2
29163,6567,6.3,0.2,22.9,2.51,25.2,0,50.4,7,11.5,1.3,3.6,14.5
29165,37556,6.2,0.1,4.3,2.12,23.7,0.1,27.2,1.5,10.2,4.9,16.8,7.8
29167,11752,3.1,0.3,15.2,2.48,26.7,0,40.9,3.1,10.3,2.1,9,15.1
29169,15435,9.1,0,4.3,2.72,22.1,0,38.9,2.9,25.7,26.4,25.8,16.9
29171,2196,3.9,0,21.5,2.19,24.7,0,51.6,4.8,12.4,3.9,0,19.5
29173,4021,9.7,0,13.3,2.77,30.9,0,43.2,3.6,11,1.7,0,12.5
29175,8450,3.8,0,22.8,2.57,20.1,0,48.7,4.6,10,2.2,24.7,16.5
29177,8646,7.4,0,14.9,2.6,35.2,0,40.4,3,10.1,0.9,3.5,15
29179,2661,4,0,8.1,2.21,33.3,0,57.1,7.6,12.1,0.7,0,22.9
29181,5423,1.1,0,7.6,2.77,19.8,0,55.2,9.6,10.9,2,17.9,24.5
29183,138958,5.2,0.2,2.8,2.38,25.2,0,24.9,1.7,9.5,1.5,17.9,7.6
29185,4015,7,0.4,15.6,2.18,25.5,0,53.9,7.6,14.3,3.7,0,20.2
29186,7137,5.6,0,13.4,2.24,32.4,0,46.3,4.4,10.8,1.1,1.4,13.1
29187,24936,5.2,0.1,11.8,2.16,21.4,0,41.7,4.8,10.7,1.6,11.1,19.4
29189,401839,7.6,0.1,10,2.23,18.1,0,31.1,2.2,8.3,2.3,14.2,8.9
29195,8844,3.9,0,22.9,2.44,23.3,0,44.1,6.2,10.4,1.2,13,15
29197,1722,6.6,0,30,2.53,32.5,0,56.2,6.8,7.8,1.3,4.3,13.2
29199,1851,4.8,0,36.6,2.7,30.2,0,49.1,11.6,8.9,5.8,0,12.9
29201,15247,7.1,0,9.8,2.55,20,0.1,43.5,5.8,9.7,1.6,11.2,16.9
29203,3277,4.5,0.1,10.1,2.51,30.5,0,57.5,6.3,13.2,1.8,0,20
29205,2499,4.3,0,23.7,2.49,29.4,0,55.8,3.9,10.5,1.2,0,14.2
29207,12045,3.7,0,7.4,2.23,21.5,0,46.6,6.7,11.7,1.7,1.9,21.5
29209,12836,6.6,0,3.1,2.48,21.9,0,45.6,3.4,14,2.3,18.3,16.1
29211,2512,4.3,0,27.8,2.61,28.1,0,54,6.9,8.3,3.5,4.7,14.8
29213,21300,6.6,0.1,2.4,2.45,17.6,0,42.3,2.8,12,5.9,21.3,15.3
29215,9134,9,0,7.9,2.56,27.7,0,50.7,5.2,13.2,2.5,33,22.1
29217,8040,9.8,0,20.1,2.48,25.2,0,50,4.3,10.3,2.7,20.1,18.3
29219,11951,10.9,0,6.1,2.64,25.9,0,33.4,5.4,11.1,1.1,5,13.1
29221,8982,6.3,0,9,2.49,25.3,0,51.4,9.3,12.5,0.7,0,28.4
29223,5453,4.5,0,9.5,2.51,21.8,0,52.8,9.1,13.2,1.3,7.8,25.2
29225,12885,4.9,0,8.6,2.61,27.2,0,36.7,5.9,9.4,1.8,1.5,13.4
29227,900,2.6,0,37,2.5,38.2,0,62.6,3.5,11.5,1.3,0,10.6
29229,7351,5.4,0,13.3,2.39,25.8,0.2,53.8,8.4,10.4,1.9,2.1,18
29510,139555,8.3,0,55.2,2.05,7.4,0,32.7,5.1,7.2,3.3,19.2,13.7
30001,4080,5.3,0,19.1,1.85,28.6,0.2,54.5,0.9,10.6,4.7,8.4,11.5
30003,3576,9,0,11.9,4.05,24.2,0,68.4,4,7.5,1.6,17.5,10.6
30005,2238,7.2,0,22.4,3.17,23.9,0,70.6,3.5,10.4,2.4,36.1,16.6
30007,2427,2.5,0,17.2,1.93,40.5,0,40,1.7,14.5,4.3,6.5,10.1
30009,4480,12.7,0,25.7,2.21,37.9,0.5,47.3,2.3,13.5,2.8,9.1,11.9
30011,504,6,0,23.6,2.61,47.8,0,74.3,1.8,7.5,0.9,0,8.9
30013,33784,6.6,0.1,15.7,2.21,23.8,0,42,2.2,15.8,3.4,9.3,11.9
30015,2288,2.2,0,29.3,2.67,27,0,65.2,1.8,10.9,2.7,11.8,9.3
30017,4827,3.4,0.1,25.8,2.08,29.4,0.2,45.1,2.7,11.6,4.3,6.9,11.6
30019,866,10.4,0,26.2,1.48,27.7,0,56.1,2.9,9.7,2.9,13.2,5.6
30021,3974,0,0,20.1,1.96,34.8,0,54.8,2.1,8.4,7.6,15.7,11.9
30023,3851,10.8,0,35.6,1.8,33.5,0,50.7,3,14.4,4.5,2,18.4
30025,1221,6.5,0.1,20.3,2.04,39.7,0.1,51.9,3.8,7.2,4.4,0,5.9
30027,4879,6.9,0,31.4,2.29,29.9,0,50.5,1.9,12.3,1.5,9.8,11.9
30029,37106,8,0.1,8.2,2.38,28.9,0,38.8,1.2,11.6,4.5,8.5,9
30031,38292,5.4,0.2,7.7,2.2,26.5,0.1,34.7,0.9,7.7,5.7,24.3,6.3
30033,437,5,0,17.7,2.51,38.4,0.2,74.8,4.6,6.9,1.7,,7.8
30035,4222,2,0,9.9,3.2,22.1,0,69.6,3.1,7.2,2.2,34.2,14.6
30037,320,7.9,0,41.2,2.48,39.4,0,73.5,1.2,11.5,4.2,0,9.8
30039,1421,18.9,0.1,20.8,2.38,35.5,0,59.2,3.5,13.8,3.3,23.9,13.5
30041,6092,3,0,21.4,2.59,29.1,0.3,47.1,3.7,10.3,1.5,12.2,13.6
30043,4473,4.1,0,8.4,2.24,44.8,0.2,40.6,2,14.8,3.7,19.8,13.5
30045,913,9.1,0,31.6,2.37,40.3,0,58,1.6,12.6,3.2,7.7,8.9
30047,11978,7.8,0.1,8.8,2.52,31,0,47.2,2.7,12.3,3.1,2.4,12.5
30049,26753,4.7,0.2,14.5,2.17,27.7,0,37.7,1.7,12.6,3.5,13.4,12.7
30051,864,7.5,0,21.6,2.72,31.6,0,61.4,18.3,7.7,2.7,28.8,6.6
30053,8645,10.2,0,9.6,2.2,33.3,0,51.7,3.3,16.1,4.2,4.3,15.9
30055,737,15.2,0,16.1,1.67,40.8,0,74.1,1.2,12.4,1.8,0,6.8
30057,3369,33.1,0,14,2.44,33.8,0.3,52.2,2.5,12.3,4.6,57.6,10.3
30059,757,11.8,0,21.9,2.32,31.7,0,57.2,1.6,10.4,1.8,0,14.4
30061,1563,14.8,0,8.4,2.8,26.7,0.1,49.2,3.8,18.2,5.8,0,18.7
30063,46624,3.7,0.3,11,2.11,23.4,0,37.6,1.1,9.4,4.1,21.4,10.4
30065,1951,11.2,0.4,32.6,2.19,34.5,0,51.5,2.1,17,2,21.5,11.8
30067,6793,9.2,0,22.9,1.98,25.4,0,46.8,1,11,2.2,2.9,11.5
30069,192,0,0,39.2,2.24,41.7,0,65.7,0,15.8,0.2,0,2.5
30071,1808,9.5,0,24,1.89,34.4,0,66.7,3.8,12.9,1.8,30,13.8
30073,2296,4.3,0,22.7,2.44,36.5,0.7,55.2,4.1,11.1,3.5,25.2,13.5
30075,756,1.2,0,17.1,2.37,45.6,0,64.4,2,5.5,2.6,,12
30077,2380,2.2,0,28.8,2.32,30,0,58.8,2,13.3,2.1,0,14.8
30079,547,19.6,0,34.3,2.29,40,0,73.5,3.2,12,0.4,4.5,14.9
30081,16649,4.8,0,11,2.4,30,0.2,40.8,2.4,13.6,3.4,9.4,14.5
30083,4421,6,0.9,18.2,2.39,37.8,0.1,55.6,2.6,9,9.7,0,9.3
30085,3063,9.3,0.1,9.8,3.8,21.7,0,69.9,5,7.7,2.1,0,12.3
30087,3295,9.4,0,12.8,2.85,34.4,0,53,4.7,11.4,0.8,26.3,14.7
30089,5038,4.8,0,9.4,2.31,36.3,0,49,3.3,16,2.8,6.5,14.4
30091,1639,11.8,0.3,21.2,1.69,37,0,59.3,2.6,9.5,4.2,12.5,11.3
30093,15144,6.3,0.1,38.1,2,21.7,0,45.8,3,10.6,3.7,42.9,13.9
30095,3742,13.1,0.2,18.4,2.59,40.7,0.1,40,1.7,13.8,2.4,4.3,10.2
30097,1410,5.4,0,22.5,2.56,40.6,0,51.7,1.3,12.5,1.1,11.6,12.2
30099,2314,7.5,0,24.5,2.57,36.3,0,52.5,2.8,12.7,1.8,18.4,10.6
30101,1972,2.1,0,15.4,2.07,29.4,0,56.9,7.8,13.2,6.5,1.7,12.1
30103,353,4.5,0,23.1,2.77,34,0.6,75.6,5.5,10.7,2,0,11.8
30105,3295,3.5,0,13,1.99,31.4,0,57,2.1,12,2.6,37.5,10.4
30107,885,7.9,0,35.9,3.04,34.1,0,63.7,14.8,12.6,0.8,46.7,10.5
30109,448,0,0,24.9,2.2,29,0,67.6,6.3,12.2,4.3,0,13.4
30111,61442,5.7,0.1,8.7,2.29,28.4,0,34.6,1.9,11.2,3.2,13.9,10.7
31001,12670,3.8,0,27,1.98,25.5,0,48.5,4.9,9.6,2.2,8.9,9.7
31003,2821,4.9,0.1,42.1,1.99,38.1,0,63.9,3,9.9,1.1,28.9,9.8
31005,180,5.1,0,30.4,2.5,55,0,69.8,1,9.3,0,100,7.5
31007,339,0,0,33,2.34,49,0,44.3,1.9,10.6,5.8,85.7,17.2
31009,231,0,0,34.9,2.53,42.4,0,72.4,0.3,9.6,1.8,0,6.5
31011,2227,11.1,0,39.8,2.2,39,0,63.8,2.2,10.3,0.6,27.1,8.9
31013,4805,2.8,0,27.5,1.98,31.3,0,47.4,4.2,9.1,1,19.6,6.5
31015,935,10.8,0,43.3,2.2,32.7,0,72.5,2.9,12.1,0.4,42.9,11.3
31017,1511,3.6,0,37.1,1.9,32.9,0,64,3.2,9,0.1,14.3,10.5
31019,18352,3.1,0.1,16.7,2.22,30.6,0,38.4,2.3,7.4,2.9,24.7,7
31021,2801,9.8,0.3,37.5,1.94,28.1,0.1,53.4,2.9,9.6,1,0,12.5
31023,3577,0.8,0,36.5,2.08,43.4,0,51.5,3.5,10.4,0.4,8.9,9.9
31025,9756,4.8,0,25.4,2.36,34.1,0,30.4,1,15.1,1.5,2,8.4
31027,3575,2,0.1,39,2.11,35,0.1,58.5,3,10.4,3.2,0,6.7
31029,1701,5.8,0,29.1,2.21,36.9,0,56.3,6.9,8.2,2.9,26.1,8.6
31031,2639,5.4,0,25.2,1.92,43.1,0,49.4,2.5,9.7,3.7,3.3,8.6
31033,4393,5.8,0,26,1.96,27.8,0,43.6,2.9,10.1,4.4,0.5,8.8
31035,2617,7.4,0,43.9,2.21,37.4,0,56.6,4.1,10.7,1.5,5,13.8
31037,3634,1.3,0,32.9,2.94,34,0.3,48.8,15.3,7.8,1.8,19,4.7
31039,3699,7,0,34.8,2.38,33.6,0,54.1,6.3,10.5,1.4,3.4,7.9
31041,4745,5.2,0,44.1,2.14,35,0,51.9,3.1,9.9,2.8,3.6,10.8
31043,7290,3.3,0.3,14.2,2.48,33.5,0,39.7,17,7.1,5,4.5,8.1
31045,3611,6.1,0,39.6,2.09,26,0,47.8,2.6,9.8,8.2,24.9,6.7
31047,8755,6.4,0.1,25,2.57,27.8,0,46.1,15.2,6.4,1.9,10.1,10.1
31049,822,0.5,0,40.4,2.73,33.7,0,54.9,2.8,12.2,4.3,12.5,8.1
31051,2305,8.2,0,44.5,2.46,36.9,0,53.3,5.3,9.3,1.2,13.1,9.6
31053,15110,4.1,0.1,25.7,2.25,24.1,0,43.4,4.9,10.4,1.5,6.6,10.7
31055,208541,7.3,0.2,18.7,2.25,17,0,28.3,4.8,8.2,2.8,15.3,8.8
31057,900,0,0.4,35.4,2.39,38.3,0,67.9,3,11.1,2.2,2.3,6.5
31059,2464,4.5,0.1,40.3,2,36.6,0,62.3,2.9,10.5,1.4,0,10.8
31061,1409,8.8,0,53.1,2.12,31.9,0,66.1,2.7,11.8,2.6,0,12.9
31063,1084,11.7,0,39.6,2.5,37.8,0,58.5,1.4,10.6,3.1,7.1,8.7
31065,2276,3.2,0,43.5,1.9,31.2,0,61.9,4.9,9.5,1.5,4.5,11.7
31067,9240,10.6,0,29.2,2.1,33.6,0,50.7,4.6,10.2,2.2,0,12.8
31069,845,4.6,0,48.6,2.08,33.4,0,61.3,1.9,11.3,4.1,0,11.6
31071,903,2.7,0.4,33.5,1.85,30.6,0,56.8,2.6,12.2,0,0,11
31073,789,2.1,0,19,2.88,46.4,0,49.9,1.4,9.7,0,0,11.1
31075,299,7.2,0,43.1,3.33,30.8,0,76.6,1.7,9.9,2.4,0,4.6
31077,995,11.6,0.6,49.9,2.63,40.6,0,68.1,3.7,13.7,0.8,0,13.1
31079,22433,2.8,0.2,18.8,2.44,24,0,38.9,8.1,9.4,2.6,13.5,9.7
31081,3649,4.6,0,34.7,2.14,38.2,0.2,42.3,1.9,11.3,0.9,3.7,8.8
31083,1555,3.2,0,32.3,2.16,34.9,0,52.5,2.1,10.5,1.1,14.3,12
31085,482,0,0,49.9,2.59,44.6,0,68.8,5.6,14.5,2.1,13.8,9.5
31087,1342,3.1,0,44,1.93,35.2,0,66.1,0.7,12.1,1.2,0,15
31089,4520,5.5,0.1,27.9,2.02,31.6,0,50.7,3.3,10.5,1.8,10.4,10.2
31091,312,14.4,0,22.7,1.81,42.9,0,73.9,2.9,15,3.4,0,14.6
31093,2560,17.8,0,32.7,2.03,39,0,44.9,4.3,10.9,1.2,26.2,10.6
31095,3359,6.2,0,44.8,1.89,33.8,0.1,56.1,3.2,10.8,1.9,31.5,11.8
31097,1886,4.8,0,42,1.93,35.1,0,53.5,5.3,8.5,0.9,6.6,9
31099,2767,1,0,34.8,2.16,32.1,0,50.1,2,12.6,1.1,3.4,8.9
31101,3905,4.1,0,16,1.92,29.6,0.1,46.3,3,11.3,7.5,3.7,10.7
31103,343,16,0,37.1,2.22,47.2,0,75.3,4.8,9.3,2,37.5,7.3
31105,1574,9.5,0,27.9,2.38,26.3,0,52.7,3.8,11.4,5.6,0,9
31107,3716,5.6,0,34.5,2.12,34.9,0,63.3,4.6,12,2.4,11.9,9.5
31109,117667,4.3,0.1,14.3,2.14,20.6,0,30.2,2.4,7.7,2.6,23.5,7.9
31111,15010,8,0,22.4,2.1,29.1,0,42.1,3.8,11.3,2.4,7.8,12.2
31113,365,7.4,0.5,32.3,2.27,44.9,0,43.7,2.6,8.7,4.2,100,11
31115,258,10.6,0,26.2,2.1,47.7,0,64.8,1.2,18,2.2,100,9.2
31117,197,9.2,0,34.8,2.45,44.7,0,64.8,4,12.9,0.5,,9.8
31119,14007,6.1,0.1,21.8,2.25,26.6,0,41.6,5.5,7.9,2.2,2.9,7.7
31121,3325,5.4,0,38.4,2.26,36,0,53.5,2,12.3,1.6,0,10.6
31123,1981,2.4,0,36.8,2.26,36.3,0,45.4,6,8.6,3.3,8.9,12.2
31125,1548,4.4,0,39.1,2.17,38.6,0,55.9,4,7.7,1.1,20,12.9
31127,2877,7.8,0.3,38.4,2.17,31.9,0,51.4,1.6,9.3,3.2,12,12.5
31129,2068,5.4,0,50,2.16,38.3,0,71.2,2.9,13.5,2.1,19.7,11.4
31131,6447,1.3,0.1,33.5,2.25,33.8,0,42.3,2.9,10.7,2.5,20,8.3
31133,1261,1.3,0,46.5,1.8,33.6,0,66.8,4.7,10.6,1.9,0,9.5
31135,1243,5.4,0,27,2.3,43.8,0,53.6,3.7,8.1,4.1,19.4,8.4
31137,3728,8.3,0,35.4,2.29,27.4,0,44,2.2,9.5,2.9,11.6,9.3
31139,2940,4.3,0,36.9,2.3,35.7,0,52.4,3.9,11.2,1.7,13.3,9.3
31141,12707,4.1,0.1,21.3,2.18,26.8,0,42.9,5.9,9.7,1.1,7,7
31143,2179,2.5,0,36.5,2.32,36.9,0,54,2.5,9.4,1.2,21.3,8
31145,4651,3.8,0,36,2.02,26.7,0,52.2,1.7,9.4,3.3,25.1,11.1
31147,3761,2.5,0,45,1.95,33,0,57.7,2.7,10.9,1.7,0,11
31149,690,6,0,25.3,1.91,36.8,0,61.4,1.9,8.6,2.8,0,6.6
31151,5104,4.8,0,38.9,2.64,35.6,0,53.1,10.2,7.6,1.1,11.9,9.2
31153,61983,5.2,0.1,3.2,2.34,24.3,0,22.5,1.7,15.4,4,10.2,7.3
31155,8055,1.1,0,33.4,2.5,36.3,0,41.1,2.2,11.2,1.5,13.8,9.1
31157,14755,4.9,0,23,2.4,25.2,0,41.1,5.5,10,3.6,18.4,10.4
31159,6348,6.2,0.1,28.4,2.33,36.8,0,42,2.6,7.8,3.2,10.4,7.5
31161,2259,12.1,0,36.6,2.55,28,0.3,62.5,2.8,11.8,3,2.9,7.4
31163,1377,7.1,0,40.4,2.38,41.1,0,55.2,4.2,9.8,1.6,0,11.2
31165,549,6.7,0,54.3,2.3,38.8,0,58.9,4.3,9.4,2.3,0,8
31167,2323,4.7,0.2,34.6,2.6,40.5,0,48.9,4.2,8,1.5,6.7,9.7
31169,2341,4.7,0,43.1,1.77,36.2,0,59.6,2.5,10.3,1.7,7.7,9.6
31171,300,0,0,34.1,1.71,44.7,0.7,64.1,2.1,12.1,0.6,21.1,5.8
31173,2084,8,0,21.9,3.91,23,0.2,60.8,4,7.9,1.5,22.9,11.7
31175,1897,8,0,39.8,2.18,31.4,0.4,55.4,2,11,1.6,50,13.4
31177,8034,6.6,0,22,2.08,31.7,0,32.2,1.3,10.6,1.9,42.8,9.6
31179,3500,3.7,0,28.7,2.17,33.1,0,51.3,2,8.1,3.9,0.7,5.4
31181,1552,4.5,0,52.5,1.94,39.7,0,59.9,3.2,10.3,3.3,0,14.8
31183,389,0,0,24.3,2.28,36,0,72.1,0.6,9,0.4,,8
31185,5604,7.9,0,31.7,2,26,0,46.5,1.7,8.7,1.6,12,7.7
32001,9475,9.8,0.1,4.3,2.63,29.7,0.4,37.7,3.4,17.7,6.2,18.7,15.8
32003,724446,10.4,0.2,0.3,2.77,15.3,0.1,27,6.6,9.8,4.5,7.1,10.3
32005,19779,3.4,0.1,1.3,2.48,30.9,0.3,36.9,2.4,13.4,4.7,5,12.2
32007,17696,8.1,0.1,5.7,2.71,34.8,0.4,39.9,6.2,9.2,4.7,5.5,10.8
32009,483,16.3,0,13,2.42,23,1.2,66.4,6.8,10.6,5.6,0,12.9
32011,767,6.7,0,9.3,1.45,33.9,0,66.2,3.6,14.7,3.7,0,9
32013,6149,3.1,0.3,7.7,2.87,38.5,0,43.9,6.7,9.9,4.6,8.5,10.4
32015,2114,0,0.4,4.7,2.84,43.1,0,62.1,8.3,12.1,1.9,6.2,8.2
32017,1883,16.3,0,10.7,2.48,31.2,2.5,42.4,2,12.8,3.4,0,12.9
32019,19524,4.8,0.1,1,2.94,28.6,0.1,36.5,5.9,15.8,5.3,2.5,17.4
32021,1990,12,0,3.4,2.36,19.8,0.2,61.3,1.4,19.2,4.3,22.2,18.6
32023,17427,6.6,0,2,2.75,21.8,0.2,46.9,2.9,19.4,5,4.1,21.6
32027,2083,10.8,0,13.2,2.38,38,0,51.9,8.1,11.1,3.8,0.1,14.3
32029,1767,0,0,8,2.1,35.9,0.6,34,0.3,15.8,3.6,0,21.5
32031,166345,7.7,0.1,2.8,2.53,21.4,0,29.7,5.7,10.4,4.4,5.7,9.9
32033,3187,8.4,0,27.9,2.83,36,0.3,55.3,5.4,11.5,2.6,0,20.6
32510,21594,6.8,0,1.2,2.4,20.5,0.1,37.6,4.7,12.4,5.4,4.1,18.2
33001,24597,4.3,0,18.6,2.32,21.6,0.1,37.1,2.1,12.4,2.1,8.1,11.3
33003,21206,1.8,0,16,2.08,21,0,44.7,2.4,13.2,3.6,6.9,13.4
33005,30638,3.6,0,30.2,2.07,21.4,0.1,36.1,2.3,10.9,5,14.7,10
33007,14198,4.9,0,29.7,1.93,17,0,49.8,3.7,12.6,2.2,2.7,17.1
33009,35035,4.6,0,22.5,2.13,17.9,0.1,42.8,2.4,9.9,6.5,19.9,9.8
33011,155208,5.3,0.1,21.4,2.28,20.5,0.1,26.3,3.5,9.2,3,11.6,8.8
33013,56705,4,0.1,25.2,2.18,23,0.1,32.1,1.7,10.5,2.2,20.1,10.8
33015,118095,3.2,0.1,14.3,2.07,26.4,0.1,27.7,1.5,9.8,3.4,9.2,7.6
33017,47149,5.9,0,22.6,2.21,19.3,0.2,34.2,2.4,9.8,4.4,17.2,10.7
33019,17420,7.1,0,26.4,2.14,21,0.1,34.7,3.3,11.8,2.4,7.5,13
34001,101818,7,0,14.2,2.52,16.6,0.1,31.8,6,7.3,1.6,9.7,10.5
34003,335550,3.8,0.1,20.4,2.39,17.2,0,33.4,4.2,4.6,1.7,7.7,5.3
34005,164659,5.3,0.1,10.9,2.34,22.7,0.1,27.8,2.4,9.9,2,6.7,8.1
34007,186101,4.6,0,17.8,2.4,16.5,0,29.7,4.8,6.9,1.8,9.9,10.9
34009,40412,28,0.1,15.3,2.19,16.1,0.1,38.2,3.1,10.2,2.6,9.6,11
34011,50368,6.8,0.1,17.8,2.91,18.7,0.1,36.8,9.7,6.4,1,8.1,13.6
34013,278085,9,0,30.5,2.52,10.3,0,27.1,7.6,3.8,1.6,9.8,10.7
34015,104268,7.6,0.1,11.3,2.29,22.8,0,28.8,2.5,7.6,1,9.1,10.3
34017,249584,5.3,0,35.5,2.57,5,0,30.1,9.7,2.8,2.6,13.6,7.1
34019,46899,6.1,0,18.8,2.12,32,0.2,27.3,2.1,6.4,1.5,5.2,5.7
34021,130546,7.3,0.1,21.8,2.51,17,0,29.4,5.7,5.4,2.2,13.8,8.1
34023,282058,4.6,0.1,10.2,2.65,19.1,0,31.4,5.9,4.4,1.3,10.6,6
34025,233105,5.2,0.1,14.5,2.26,22.8,0.1,29.9,2.8,6.5,1.3,5.7,6.9
34027,180093,5.1,0.1,14.3,2.25,22.9,0,28.5,3.1,5.7,1.3,7.7,4.9
34029,222494,3.5,0.2,4.8,2.92,18.7,0,37.4,3.3,9.9,1.2,5.7,9.7
34031,161318,5.1,0,19.3,3.03,15.4,0,30.9,9.7,3.9,0.9,8.2,6.6
34033,24347,6.7,0,20.2,2.54,23.1,0.1,38.8,5.1,10,1.6,6.4,13.2
34035,115998,9.7,0.1,11,2.54,22.5,0,29.2,2.7,4.8,1.4,8.6,5.1
34037,53941,7.8,0,13.2,2.26,26.6,0,25.4,1.7,8,1.4,3.4,7.6
34039,186175,5,0.1,22.6,2.72,15.9,0,30.2,8,4.2,1.3,8.2,6.7
34041,41667,8,0,26.4,2.27,22.9,0,28.2,3.6,7.6,1.9,7.8,8.6
35001,263270,7.1,0.1,3.3,2.37,19.4,0.1,31.9,5.3,10.1,2.7,9,11.3
35003,1387,11.9,0,8.7,5.59,34.2,2.8,77,0.8,11,1.3,1.4,16.9
35005,23422,10,0,7.7,2.66,24,0.2,49.1,11.1,9.4,3.1,6,15.8
35006,8533,5.9,0.1,6.9,3.35,27.7,0,64.8,6.5,9.1,1.6,8.4,18.2
35007,5546,23.1,0,14.1,2.23,27.4,0.5,57.5,3.4,13.5,2.8,5.8,20.2
35009,18162,8,0,6,2.72,23.7,0,41.4,7.5,16.8,6.9,9.1,14.9
35011,520,0,0,22.3,4.4,27.9,0,68.7,6.6,11.7,4,14,13.3
35013,74762,8.1,0.1,3.8,2.76,24.2,0.1,44.1,13,9.6,3.2,6.1,8.8
35015,20638,5.6,0.3,6.1,2.75,31.6,0,44.4,5.9,10.2,3.2,11.8,13
35017,12032,8.6,0.1,11,2.57,24.7,0.9,54.5,5.8,13,2.5,3.6,19.3
35019,1192,11.3,0,18.9,2.6,20.1,0,60.1,7.2,8.9,0.9,0,22.9
35021,189,11.1,0,34.6,3.19,37,0,89.8,1.6,16.9,4.6,0,16.9
35023,1828,5.5,0,11,2.36,25.8,0.5,68.8,10.7,9.7,3.6,2.7,15.2
35025,21449,8.9,0.2,5.1,2.96,31.3,0,52.1,12.3,7.2,2.9,5.6,9.9
35027,8479,23.1,0.1,5.2,2.35,18.5,0,49.2,4.8,13.5,4,5.2,16.3
35028,7615,7.7,0,0.4,2.07,26.5,0.7,34.3,1.5,11.4,4.4,7.9,7.4
35029,9044,5.5,0,5.9,2.83,16.9,0,62.4,19,10.4,2.7,3.8,17.4
35031,18449,14.9,0,3.6,3.67,17.2,0.2,73.2,10.2,5.9,1.5,7.1,13.8
35033,1654,9.1,0,15.6,3.11,29.2,0,78.8,5.4,9.4,0.1,0,26.1
35035,23668,3.9,0.1,3.7,2.72,23.1,0.2,49.1,7.6,18.3,5.3,21.7,15.9
35037,3347,6.9,0,9.1,2.58,18.9,0,64.7,6.7,11.7,2.4,34.2,23.3
35039,13730,12.6,0,8,2.83,33.6,0.3,63.1,7.5,7.9,0.8,6.3,15.5
35041,7139,7.9,0.2,6.2,2.55,22.6,0,47.3,9.4,7.2,3.9,10.5,14
35043,47931,5.3,0.2,2.1,2.82,27.9,0.4,30,2.8,13.9,2.4,1.8,10.5
35045,40643,12.2,0,1.6,3.12,25.2,0.1,51.4,6.8,8.6,2.2,7.2,12.1
35047,10788,11.7,0,15.8,2.32,23.1,0.3,60.5,6.8,9.9,1.7,27.6,25.1
35049,61179,6.5,0.1,6.7,2.24,23.7,0.9,37.9,5.6,8.7,3.6,6.4,10.2
35051,5044,23.1,0,7.5,2.46,21.6,0,62.8,6.2,18.9,2.2,0,22.3
35053,4947,23.8,0.6,11.1,3.47,24.7,0,67.2,9.8,7.1,1.9,13.3,31.8
35055,13224,14.1,0.1,10.8,2.24,24.6,2.1,57.1,5.3,11.9,2.7,8.6,16.2
35057,5370,15.5,0,8.7,3.44,28.8,0.6,46.7,5.5,12.6,2.3,32.4,14.2
35059,1559,7.1,0,23.9,2.38,30.3,0.2,55,7.6,10.3,5.6,2.5,11.6
35061,26863,7.1,0.2,3.3,2.89,29,0.2,40,7,12.5,1.5,4,18.5
36001,123451,6,0.1,32.7,2.06,13.1,0,36,2.4,6.7,1.6,17.7,8.7
36003,18285,4.1,0.1,34.1,2.16,16.2,0,50.4,3.4,10.9,1.8,27.4,12.6
36005,484902,2.8,0,39.4,2.81,1.7,0,38.4,15,2.9,0.8,10.9,12.2
36007,79132,6.9,0.1,29.9,2.15,15.6,0,44,2.8,8.5,1.6,17.7,11.9
36009,31635,6.2,0.1,37.1,2.29,15.5,0,49.2,4.4,11.6,1.4,14,12.7
36011,30972,3.9,0,40.9,2.17,17.2,0,40.7,2.7,9.9,1,9.6,11.7
36013,53546,7.9,0,43.1,2.17,14.1,0.1,46.3,3.9,9.8,1.6,13.4,13.2
36015,35167,4.5,0,38.1,2.14,16.8,0,39.9,2.3,9.5,1.7,11.8,11.5
36017,19641,5,0,36.3,2.34,19.9,0,49.6,3.6,9.5,1,4.8,15.5
